"TIME","GEO","UNIT","S_ADJ","NA_ITEM","Value","Flag and Footnotes"
"1978Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1979Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1979Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1979Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1979Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1980Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1980Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1980Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1980Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1981Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1981Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1981Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1981Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1982Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1982Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1982Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1982Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1983Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1983Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1983Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1983Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1984Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1984Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1984Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1984Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1985Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1985Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1985Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1985Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1986Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1986Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1986Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1986Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1987Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1987Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1987Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1987Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1988Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1988Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1988Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1988Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1989Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1989Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1989Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1989Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1990Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1990Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1990Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1990Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1991Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1991Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1991Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1991Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1992Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1992Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1992Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1992Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1993Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1993Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1993Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1993Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1994Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1994Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1994Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1994Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1995Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","76.134",""
"1995Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","77.130",""
"1995Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","77.891",""
"1995Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","79.448",""
"1996Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","78.810",""
"1996Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","79.601",""
"1996Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","79.618",""
"1996Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","80.659",""
"1997Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","79.088",""
"1997Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","79.307",""
"1997Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","79.003",""
"1997Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","80.617",""
"1998Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","79.260",""
"1998Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","79.983",""
"1998Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","80.057",""
"1998Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","82.048",""
"1999Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","80.971",""
"1999Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","81.441",""
"1999Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","81.379",""
"1999Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","82.774",""
"2000Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","81.924",""
"2000Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","82.467",""
"2000Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","82.671",""
"2000Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","84.140",""
"2001Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","83.636",""
"2001Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","84.517",""
"2001Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","84.708",""
"2001Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","86.446",""
"2002Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","85.907",""
"2002Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","86.536",""
"2002Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","86.815",""
"2002Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","88.423",""
"2003Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","87.738",""
"2003Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","88.426",""
"2003Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","88.929",""
"2003Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","90.263",""
"2004Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","89.378",""
"2004Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","90.297",""
"2004Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","90.349",""
"2004Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","92.130",""
"2005Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","91.207",""
"2005Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","91.987",""
"2005Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","91.929",""
"2005Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","93.976",""
"2006Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","92.839",""
"2006Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","93.881",""
"2006Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","93.856",""
"2006Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","95.778",""
"2007Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","95.218",""
"2007Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","96.022",""
"2007Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","96.108",""
"2007Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","98.255",""
"2008Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","97.157",""
"2008Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","98.251",""
"2008Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","98.091",""
"2008Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","100.024",""
"2009Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","98.683",""
"2009Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","99.166",""
"2009Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","98.839",""
"2009Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","100.628",""
"2010Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","99.138",""
"2010Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","99.709",""
"2010Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","99.671",""
"2010Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","101.418",""
"2011Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","100.115",""
"2011Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","100.702",""
"2011Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","100.628",""
"2011Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","102.529",""
"2012Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","101.468",""
"2012Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","101.937",""
"2012Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","102.004",""
"2012Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","103.768",""
"2013Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","102.851",""
"2013Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","103.273",""
"2013Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","103.218",""
"2013Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","104.861",""
