"TIME","GEO","UNIT","S_ADJ","NA_ITEM","Value","Flag and Footnotes"
"1977Q4","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1978Q1","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1978Q2","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1978Q3","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1978Q4","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1979Q1","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1979Q2","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1979Q3","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1979Q4","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1980Q1","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1980Q2","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1980Q3","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1980Q4","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1981Q1","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1981Q2","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1981Q3","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1981Q4","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1982Q1","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1982Q2","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1982Q3","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1982Q4","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1983Q1","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1983Q2","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1983Q3","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1983Q4","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1984Q1","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1984Q2","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1984Q3","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1984Q4","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1985Q1","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1985Q2","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1985Q3","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1985Q4","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1986Q1","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1986Q2","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1986Q3","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1986Q4","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1987Q1","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1987Q2","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1987Q3","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1987Q4","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1988Q1","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1988Q2","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1988Q3","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1988Q4","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1989Q1","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1989Q2","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1989Q3","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1989Q4","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1990Q1","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1990Q2","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1990Q3","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1990Q4","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1991Q1","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1991Q2","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1991Q3","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1991Q4","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1992Q1","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1992Q2","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1992Q3","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1992Q4","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1993Q1","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1993Q2","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1993Q3","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1993Q4","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1994Q1","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1994Q2","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1994Q3","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1994Q4","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices",":",""
"1995Q1","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","71.765",""
"1995Q2","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","72.659",""
"1995Q3","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","73.618",""
"1995Q4","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","74.716",""
"1996Q1","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","74.273",""
"1996Q2","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","74.981",""
"1996Q3","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","75.217",""
"1996Q4","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","75.899",""
"1997Q1","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","74.505",""
"1997Q2","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","74.654",""
"1997Q3","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","74.712",""
"1997Q4","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","75.841",""
"1998Q1","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","74.649",""
"1998Q2","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","75.348",""
"1998Q3","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","75.628",""
"1998Q4","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","77.252",""
"1999Q1","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","76.263",""
"1999Q2","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","76.721",""
"1999Q3","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","76.842",""
"1999Q4","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","77.914",""
"2000Q1","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","77.096",""
"2000Q2","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","77.643",""
"2000Q3","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","78.017",""
"2000Q4","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","79.243",""
"2001Q1","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","78.717",""
"2001Q2","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","79.492",""
"2001Q3","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","80.006",""
"2001Q4","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","81.476",""
"2002Q1","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","80.931",""
"2002Q2","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","81.454",""
"2002Q3","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","82.007",""
"2002Q4","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","83.162",""
"2003Q1","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","82.643",""
"2003Q2","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","83.353",""
"2003Q3","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","83.919",""
"2003Q4","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","84.940",""
"2004Q1","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","84.304",""
"2004Q2","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","85.150",""
"2004Q3","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","85.285",""
"2004Q4","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","86.604",""
"2005Q1","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","85.996",""
"2005Q2","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","86.658",""
"2005Q3","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","86.680",""
"2005Q4","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","88.396",""
"2006Q1","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","87.506",""
"2006Q2","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","88.487",""
"2006Q3","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","88.555",""
"2006Q4","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","90.233",""
"2007Q1","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","89.759",""
"2007Q2","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","90.552",""
"2007Q3","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","90.690",""
"2007Q4","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","92.620",""
"2008Q1","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","91.598",""
"2008Q2","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","92.675",""
"2008Q3","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","92.622",""
"2008Q4","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","94.262",""
"2009Q1","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","93.076",""
"2009Q2","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","93.493",""
"2009Q3","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","93.204",""
"2009Q4","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","94.777",""
"2010Q1","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","93.461",""
"2010Q2","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","94.005",""
"2010Q3","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","94.018",""
"2010Q4","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","95.512",""
"2011Q1","Euro area - 19 countries  (from 2015)","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","94.369",""
