"TIME","GEO","UNIT","S_ADJ","NA_ITEM","Value","Flag and Footnotes"
"1982Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1982Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1983Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1983Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1983Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1983Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1984Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1984Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1984Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1984Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1985Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1985Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1985Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1985Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1986Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1986Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1986Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1986Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1987Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1987Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1987Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1987Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1988Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1988Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1988Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1988Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1989Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1989Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1989Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1989Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1990Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1990Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1990Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1990Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1991Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1991Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1991Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1991Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1992Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1992Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1992Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1992Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1993Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1993Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1993Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1993Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1994Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1994Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1994Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1994Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"1995Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","76.144",""
"1995Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","77.066",""
"1995Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","77.878",""
"1995Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","79.507",""
"1996Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","78.836",""
"1996Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","79.560",""
"1996Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","79.596",""
"1996Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","80.721",""
"1997Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","79.059",""
"1997Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","79.279",""
"1997Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","79.015",""
"1997Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","80.701",""
"1998Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","79.234",""
"1998Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","79.956",""
"1998Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","80.087",""
"1998Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","82.116",""
"1999Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","80.948",""
"1999Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","81.397",""
"1999Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","81.434",""
"1999Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","82.857",""
"2000Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","81.920",""
"2000Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","82.454",""
"2000Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","82.714",""
"2000Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","84.218",""
"2001Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","83.612",""
"2001Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","84.506",""
"2001Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","84.748",""
"2001Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","86.519",""
"2002Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","85.883",""
"2002Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","86.492",""
"2002Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","86.842",""
"2002Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","88.488",""
"2003Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","87.718",""
"2003Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","88.396",""
"2003Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","88.919",""
"2003Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","90.337",""
"2004Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","89.353",""
"2004Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","90.289",""
"2004Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","90.362",""
"2004Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","92.199",""
"2005Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","91.164",""
"2005Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","91.972",""
"2005Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","91.920",""
"2005Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","94.061",""
"2006Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","92.807",""
"2006Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","93.840",""
"2006Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","93.861",""
"2006Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","95.830",""
"2007Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","95.194",""
"2007Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","96.019",""
"2007Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","96.093",""
"2007Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","98.300",""
"2008Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","97.122",""
"2008Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","98.199",""
"2008Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","98.085",""
"2008Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","100.123",""
"2009Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","98.665",""
"2009Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","99.147",""
"2009Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","98.837",""
"2009Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","100.686",""
"2010Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","99.112",""
"2010Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","99.693",""
"2010Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","99.674",""
"2010Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","101.455",""
"2011Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","100.101",""
"2011Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","100.685",""
"2011Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","100.669",""
"2011Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","102.599",""
"2012Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","101.473",""
"2012Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","101.938",""
"2012Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","102.011",""
"2012Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","103.819",""
"2013Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","102.855",""
"2013Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","103.273",""
"2013Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","103.252",""
"2013Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","104.890",""
"2014Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","103.852",""
"2014Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","104.054",""
"2014Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","104.108",""
"2014Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","105.959",""
"2015Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","105.078",""
"2015Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","105.665",""
"2015Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","105.740",""
"2015Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","107.491",""
"2016Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","106.147",""
"2016Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","106.518",""
"2016Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","106.374",""
"2016Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","108.130",""
"2017Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","106.912",""
"2017Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","107.694",""
"2017Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","107.772",""
"2017Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","109.387",""
"2018Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","108.248",""
