v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160,v161,v162,v163,v164,v165,v166,v167,v168,v169,v170,v171,v172,v173,v174,v175,v176,v177,v178,v179,v180,v181,v182,v183,v184,v185,v186,v187,v188,v189,v190,v191,v192,v193,v194,v195,v196,v197,v198,v199,v200,v201,v202,v203,v204,v205,v206,v207,v208,v209,v210,v211,v212,v213,v214,v215,v216,v217,v218,v219,v220,v221,v222,v223,v224,v225,v226,v227,v228,v229,v230,v231,v232,v233,v234,v235,v236,v237,v238,v239,v240,v241,v242,v243,v244,v245,v246,v247,v248,v249,v250,v251,v252,v253,v254,v255,v256,v257,v258,v259,v260,v261,v262,v263,v264,v265,v266,v267,v268,v269,v270,v271,v272,v273,v274,v275,v276,v277,v278,v279,v280,v281,v282,v283,v284,v285,v286,v287,v288,v289,v290,v291,v292,v293,v294,v295,v296,v297,v298,v299,v300,v301,v302,v303,v304,v305,v306,v307,v308,v309,v310,v311,v312,v313,v314,v315,v316,v317,v318,v319,v320,v321,v322,v323,v324,v325,v326,v327,v328,v329,v330,v331,v332,v333,v334,v335,v336,v337,v338,v339,v340,v341,v342,v343,v344,v345,v346,v347,v348,v349,v350,v351,v352,v353,v354,v355,v356,v357
1966,27.12,17.3,6.16,3.92,1.34,0.85,0.3,9.82,11.14,2.24,2.57,0.49,0.55,1.05,27.12,17.3,6.16,3.92,1.34,0.85,0.3,9.82,11.14,2.24,2.57,0.49,0.55,1.05,61.87,38.13,,,,,52.26,47.74,,,,,32.64,67.36,,,,,27.64,72.36,,,,,22.18,77.82,,,,,17.43,82.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,1280,,18742,,0.080258303,28548.54,,28548.54,77428.72,98805.3,175860.55,223677.22,383660.92,,850212.59,23117.41,56052.14,79541.48,128043.88,183681.3,331821.85,50522.49,63848.36,113894.37,147514.52,256748.89,541564.89,77428.72,98805.3,175860.55,223677.22,383660.92,850212.59,23117.41,56052.14,79541.48,128043.88,183681.3,331821.85,50522.49,63848.36,113894.37,147514.52,256748.89,541564.89,2.952,1.512,20.213,263,1237,1243,31220,21276,953,11278,6312.942551,133751.0762,82149.18833,7.684729064,11599.498,7124.349,4953.13,73.2269645,56.89157029,37.25,13.25894301,23.99105699,19.64157029,8.237530845,11.40403945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.51562135,,,,,,,,,,,,,,,,,,,-4.069256421,2.033442187,6.102698607,362.2765769,281.4602993,184.2873398,65.59611643,118.6912234,97.17295943,40.75362808,56.41933135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.817079174,,,,,,,,,,,,,,,,,,,-0.201318776,0.100600712,0.301919488,2.929,6.515,3.586,1.968,3.981,2.013,,,,,,,0.961,2.534,1.573,0.243,0.785,0.542,3.172,7.3,4.128,3.828,-0.722,14.49067432,32.23173205,17.74105774,9.736308316,19.69524563,9.958937318,,,,,,,4.754366002,12.53648642,7.782120418,1.202196606,3.883639242,2.681442636,15.69287092,36.1153713,20.42250037,18.93830703,-3.57195864
1967,27.21,17.36,6.25,4.02,1.43,0.93,0.36,9.85,11.11,2.23,2.58,0.5,0.57,1.08,27.21,17.36,6.25,4.02,1.43,0.93,0.36,9.85,11.11,2.23,2.58,0.5,0.57,1.08,65.81,34.19,,,,,56.86,43.14,,,,,36.32,63.68,,,,,30.27,69.73,,,,,22.05,77.95,,,,,12.71,87.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1244,1244,,19764,,0.08302583,28529.62,,28529.62,77643.25,99070.51,178300.27,229144.56,408632.06,,1018620.31,23072.55,56215.98,79263.08,127455.98,184272.68,340855.59,50748.65,63808.22,113038.6,147282.69,259849.04,590352.27,77643.25,99070.51,178300.27,229144.56,408632.06,1018620.31,23072.55,56215.98,79263.08,127455.98,184272.68,340855.59,50748.65,63808.22,113038.6,147282.69,259849.04,590352.27,2.776,1.563,22.488,278,1283,1206,31259,21291,961,11244,6580.335839,131748.7614,81451.71801,8.078817734,11799.078,7294.605,5072.58,77.64189583,60.07343174,39.35,14.43210808,24.91789192,20.72343174,8.555767402,12.16766434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.00732938,,,,,,,,,,,,,,,,,,,-4.596322426,2.029989823,6.626312248,345.2592308,267.1355022,174.9822127,64.17693027,110.8052825,92.1532895,38.04592406,54.10736544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.800752818,,,,,,,,,,,,,,,,,,,-0.204390005,0.090269914,0.294659919,3.743,7.651,3.908,2.7,4.849,2.149,,,,,,,1.043,2.802,1.759,0.201,0.806,0.605,3.944,8.457,4.513,4.438,-0.503,16.64443259,34.02258983,17.37815724,12.00640342,21.56261117,9.556207755,,,,,,,4.638029171,12.45997866,7.821949484,0.893810032,3.58413376,2.690323728,17.53824262,37.60672359,20.06848097,19.73496976,-2.236748488
1968,26.89,17.05,6.05,3.85,1.33,0.85,0.31,9.83,11.01,2.2,2.52,0.48,0.54,1.02,26.89,17.05,6.05,3.85,1.33,0.85,0.31,9.83,11.01,2.2,2.52,0.48,0.54,1.02,64.78,35.22,,,,,55.46,44.54,,,,,34.94,65.06,,,,,29.69,70.31,,,,,23.05,76.95,,,,,16.08,83.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1222,1222,,22079,,0.084870849,30525.89,,30525.89,82073.7,104113.79,184626.11,235013.35,405322.18,,935994.23,24798.35,60033.61,83985.71,134238.86,192436.14,346358.62,54014.82,68070.84,119467.83,154150.23,266054.14,578033.73,82073.7,104113.79,184626.11,235013.35,405322.18,935994.23,24798.35,60033.61,83985.71,134238.86,192436.14,346358.62,54014.82,68070.84,119467.83,154150.23,266054.14,578033.73,2.928,1.519,23.987,290,1217,1297,31273,21236,993,11219,6841.603549,133144.2593,82669.37622,8.275862069,12008.635,7456.171,5201.14,82.15831983,63.35202364,41.45,15.72410463,25.72589537,21.90202364,8.833202169,13.06882147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.60935279,,,,,,,,,,,,,,,,,,,-5.088174074,1.954613217,7.042787291,342.5118599,264.1098247,172.8019344,65.5526103,107.2493241,91.30789028,36.82495589,54.48293439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.817499178,,,,,,,,,,,,,,,,,,,-0.212122153,0.081486356,0.293608508,3.372,7.666,4.294,2.253,4.607,2.354,,,,,,,1.119,3.059,1.94,0.225,0.894,0.669,3.597,8.56,4.963,4.673,-0.979,14.05761454,31.95897778,17.90136324,9.392587652,19.20623671,9.81364906,,,,,,,4.66502689,12.75274107,8.087714179,0.938008088,3.727018802,2.789010714,14.99562263,35.68599658,20.69037395,19.48138575,-4.081377413
1969,26.17,16.47,5.73,3.62,1.23,0.78,0.3,9.7,10.74,2.11,2.39,0.44,0.49,0.93,26.39,16.69,5.92,3.79,1.35,0.87,0.34,9.7,10.77,2.13,2.45,0.47,0.53,1,69.29,30.71,,,,,61.39,38.61,,,,,41.4,58.6,,,,,34.72,65.28,,,,,25.93,74.07,,,,,15.32,84.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1216,1216,,24385,,0.087638376,31921.89,,31921.89,83549.44,105171.85,182865.04,231037.95,392175.8,,942929.8,26185.49,61927.03,85748.56,134692.14,190753.49,330980.91,56092.99,69998.02,119978.85,155653.61,252175.04,576084.91,84252.76,106545.61,188997.38,242028.11,429354.1,1098707.51,26107.35,61959.91,85932.67,135966.65,195196.62,354981.49,56098.09,70045.92,120853.92,156634.61,266241.91,602940.51,3.018,1.496,27.013,312,1240,1203,41235,21207,1234,11245,7307.993891,135473.4806,84291.0659,8.669950739,12263.014,7629.999,5331.726,89.61803139,69.65857168,45.55,17.26654684,28.28345316,24.10857168,9.711361112,14.39721057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.65158966,,,,,,,,,,,,,,,,,,,-5.589597992,2.052430187,7.642028178,331.758899,257.87055,168.6225151,63.91939746,104.7031176,89.24803495,35.95069452,53.29734043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.801524809,,,,,,,,,,,,,,,,,,,-0.206922518,0.07597935,0.282901869,4.463,8.997,4.534,3.036,5.413,2.377,,,,,,,1.427,3.584,2.157,0.4,1.141,0.741,4.863,10.138,5.275,5.743,-0.821,16.52167475,33.30618591,16.78451116,11.23903306,20.03849998,8.799466923,,,,,,,5.282641691,13.26768593,7.985044238,1.480768519,4.2238922,2.743123681,18.00244327,37.53007811,19.52763484,21.26013401,-3.039277385
1970,26.1,16.33,5.58,3.53,1.19,0.74,0.25,9.77,10.75,2.06,2.34,0.45,0.49,0.94,26.1,16.33,5.58,3.53,1.19,0.74,0.25,9.77,10.75,2.06,2.34,0.45,0.49,0.94,73.28,26.72,,,,,66.06,33.94,,,,,46.58,53.42,,,,,38.18,61.82,,,,,27.1,72.9,,,,,19.24,80.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1202,1202,,27162,,0.092250923,33076.3,,33076.3,86341.88,108028.67,184713.26,233290.36,393842.06,,840928.52,27157.9,64655.1,88857.52,136136.16,193152.44,344165.79,58350.57,72851.15,122185.12,157433.34,261781.75,553744.86,86342.29,108029.45,184716.71,233296.45,393861.9,841019.48,27157.86,64655.12,88857.63,136136.98,193155.08,344177.73,58350.6,72851.23,122185.73,157433.56,261796.01,553750.48,3.041,1.49,30.168,333,1268,1212,41274,21211,1203,11224,7996.980856,141484.9115,88227.56053,9.064039409,12507.349,7799.368,5547.343,100.0210305,79.47716104,52.05,19.1976769,32.8523231,27.42716104,11.28012096,16.14704007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.28760869,,,,,,,,,,,,,,,,,,,-6.064885232,2.31135746,8.376242692,331.5467731,263.4485582,172.5338107,63.63589532,108.8979153,90.91474753,37.39101354,53.52373399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.805078517,,,,,,,,,,,,,,,,,,,-0.201037034,0.076616198,0.277653232,4.833,10.354,5.521,3.2,6.251,3.051,,,,,,,1.633,4.103,2.47,0.693,1.508,0.815,5.526,11.862,6.336,5.835,-0.518,16.0202864,34.32113498,18.30084858,10.60726598,20.72063113,10.11336516,,,,,,,5.413020419,13.60050385,8.187483426,2.297136038,4.998674092,2.701538054,18.31742243,39.31980907,21.00238663,19.34168656,-1.71705118
1971,26.65,16.61,5.6,3.51,1.18,0.74,0.26,10.05,11,2.09,2.33,0.44,0.48,0.93,26.63,16.59,5.59,3.49,1.17,0.73,0.25,10.05,11,2.09,2.32,0.44,0.48,0.92,74.69,25.31,,,,,67.93,32.07,,,,,48.78,51.22,,,,,39.53,60.47,,,,,26.85,73.15,,,,,18.6,81.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1220,1220,,30367,,0.098708487,33008.98,,33008.98,87975.29,109630.01,184932.77,231661.33,390790.36,,845277.16,26901.61,66320.57,90804.32,138204.21,191879.07,340291.83,59869.06,74844.68,121104.58,156988.23,264884.62,553089.16,87908.68,109501.84,184382.37,230649.04,387779.7,830402.99,26909.01,66315.51,90781.71,138115.69,191366.38,338599.34,59864.75,74838.65,120922.68,156858.38,263530.3,549786.7,3.078,1.481,33.254,348,1263,1245,41220,21229,1283,11216,8652.372103,144565.5853,90537.70809,9.556650246,13067.265,8183.692,5668.818,113.0628392,91.12487713,60.35,21.614075,38.735925,30.77487713,13.30030508,17.47457205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.46070646,,,,,,,,,,,,,,,,,,,-6.400987956,2.907465583,9.308453538,339.997712,274.0268152,181.481927,64.99691766,116.4850093,92.54488822,39.99610596,52.54878225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.825786566,,,,,,,,,,,,,,,,,,,-0.19248776,0.087432056,0.279919815,5.42,11.201,5.781,3.805,6.831,3.026,,,,,,,1.615,4.37,2.755,0.403,1.311,0.908,5.823,12.512,6.689,6.273,-0.574,16.29879112,33.68316593,17.38437481,11.44223251,20.5418897,9.099657184,,,,,,,4.856558609,13.14127624,8.284717628,1.211884285,3.942382871,2.730498587,17.51067541,37.62554881,20.1148734,18.86389607,-1.726108137
1972,26.31,16.55,5.73,3.6,1.21,0.76,0.26,9.75,10.83,2.13,2.39,0.45,0.5,0.95,26.33,16.58,5.74,3.61,1.22,0.77,0.26,9.75,10.83,2.13,2.39,0.45,0.5,0.95,68.67,31.33,,,,,59.92,40.08,,,,,38.98,61.02,,,,,31.68,68.32,,,,,20.84,79.16,,,,,16,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1211,1211,,34699,,0.103321033,35310.6,,35310.6,92885,116898.19,202161.56,254041.96,426995.57,,917545.46,28913.44,68871.81,95582.35,150281.17,210803.55,372490.02,62120.6,77948.66,135703.24,170137.94,290694.57,586972.35,92967.61,117057.15,202807.07,255149.64,430465.37,933666.9,28904.26,68878.07,95619.67,150464.5,211320.7,374554.09,62123.48,77951.41,135758.78,170689.71,290710.09,593434.83,3.08,1.481,36.929,364,1224,1276,41297,21254,1257,11284,9589.560558,150612.5084,94499.06764,10.14778325,13303.664,8347.141,5761.948,127.5762916,103.1513886,69.35,24.79790674,44.55209326,33.80138863,15.29733528,18.50405335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.07506861,,,,,,,,,,,,,,,,,,,-6.23791391,4.264819889,10.5027338,345.4637049,279.3235361,187.7927916,67.1502254,120.6425662,91.53074448,41.42363801,50.10710647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.841481454,,,,,,,,,,,,,,,,,,,-0.168916405,0.115487013,0.284403417,5.914,12.353,6.439,4.234,7.549,3.315,,,,,,,1.68,4.804,3.124,0.427,1.435,1.008,6.341,13.788,7.447,6.112,-0.087,16.01451434,33.45067562,17.43616128,11.46524412,20.44192911,8.97668499,,,,,,,4.549270221,13.00874651,8.459476292,1.156272848,3.885834981,2.729562133,17.17078719,37.3365106,20.16572342,16.55067833,-0.235587208
1973,25.48,15.93,5.38,3.35,1.1,0.68,0.22,9.55,10.55,2.03,2.25,0.42,0.46,0.88,25.52,15.97,5.41,3.38,1.12,0.69,0.23,9.55,10.56,2.03,2.26,0.42,0.46,0.89,68.97,31.03,,,,,60.06,39.94,,,,,39.21,60.79,,,,,32.11,67.89,,,,,23.11,76.89,,,,,19.62,80.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1292,1292,,43042,,0.116236162,38207.42,,38207.42,97349.63,121742.86,205692.75,256340.48,420511.21,,853638.26,31636.06,72956.41,100755.38,155045.03,215297.8,372385.98,65945.86,82146.53,139813.35,177018.81,293232.55,537852.99,97496.16,122021.01,206815.08,258201.79,426267.99,879350.67,31619.78,72971.31,100822.49,155428.38,216185.24,375925.47,65958.57,82184.52,140148.93,177216.92,295405.69,555152.9,3.22,1.45,41.956,380,1232,1207,41294,21255,1225,11291,10829.76283,155795.6606,98144.72563,11.03448276,13504.538,8507.292,5927.964,146.2509436,120.0916621,81.95,29.85037549,52.09962451,38.14166206,17.8888435,20.25281856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.05182869,,,,,,,,,,,,,,,,,,,-5.438106572,5.480051892,10.91815846,348.5817133,286.2323912,195.3236724,71.1468574,124.176815,90.9087188,42.63715202,48.27156677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.859277069,,,,,,,,,,,,,,,,,,,-0.129614515,0.13061426,0.260228775,7.407,14.187,6.78,5.533,8.884,3.351,,,,,,,1.874,5.303,3.429,0.234,1.371,1.137,7.641,15.558,7.917,6.229,0.998,17.65420917,33.81399561,16.15978644,13.18762513,21.17456383,7.986938698,,,,,,,4.46658404,12.63943179,8.172847745,0.557727143,3.267709029,2.709981886,18.21193631,37.08170464,18.86976833,14.84650586,2.378682429
1974,24.67,15.13,4.97,3.09,1.01,0.62,0.2,9.54,10.16,1.88,2.08,0.39,0.42,0.81,24.68,15.14,4.98,3.1,1.01,0.62,0.2,9.54,10.16,1.89,2.08,0.39,0.42,0.81,73.81,26.19,,,,,65.4,34.6,,,,,41.85,58.15,,,,,34.65,65.35,,,,,24.91,75.09,,,,,20.42,79.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298,1298,,53350,,0.135608856,39745.25,,39745.25,98045.39,120271,197626.29,245421.8,400677.8,,802185.61,33267.46,75819.77,100932.18,149830.78,206607.8,356065.82,69083.27,84512.08,135526.51,167935.27,269515.97,569770.45,98098.67,120371.74,197994.78,246068.03,402552.54,809756.95,33261.54,75825.61,100965.98,149921.53,206946.91,357307.61,69087.43,84530.98,135629.01,168191.48,270818.85,574316.09,3.258,1.443,50.803,394,1249,1202,41219,21285,1276,21249,12943.06876,158440.3038,100284.0824,12.90640394,13722.571,8685.64,5994.775,177.61218,149.4256638,103.85,37.9503275,65.8996725,45.57566378,22.62720585,22.94845793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.86458319,,,,,,,,,,,,,,,,,,,-5.219863585,5.447254437,10.66711802,349.6096294,294.1276377,204.417062,74.70095762,129.7161044,89.71057571,44.53911353,45.17146218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.883108934,,,,,,,,,,,,,,,,,,,-0.102747152,0.107223086,0.209970238,8.968,17.012,8.044,7.471,11.544,4.073,,,,,,,1.497,5.468,3.971,0.838,2.169,1.331,9.806,19.181,9.375,9.088,-0.627,17.65250084,33.48621144,15.83371061,14.70582446,22.72306754,8.017243076,,,,,,,2.946676377,10.76314391,7.816467531,1.649508887,4.269432908,2.61992402,19.30200972,37.75564435,18.45363463,17.88870736,-1.234179084
1975,24.36,14.92,4.89,3.06,1.04,0.65,0.22,9.44,10.03,1.83,2.02,0.4,0.43,0.83,24.38,14.94,4.9,3.07,1.05,0.65,0.22,9.44,10.04,1.83,2.02,0.4,0.43,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11273,11273,,61970,,0.15498155,39694.16,,39694.16,96683.44,118452.58,194000.33,242838.83,413788.48,,855197.94,33362.02,74914.31,99565.64,145161.83,200101.41,364742.99,68130.16,83712.02,132042.5,164400.96,283256.19,606603.5,96756.17,118587.65,194498.91,243596.16,415825.06,864166.74,33353.94,74924.69,99609.84,145401.65,200538.94,366009.31,68141.1,83713.53,132129.92,164468.15,284153.38,607599.08,3.04,1.49,60.835,406,1282,1279,41256,21240,1221,21277,15319.24095,160775.5377,102296.2472,14.97536946,13892.995,8839.661,5982.627,212.830138,177.851636,125.35,47.83417215,77.51582785,52.50163604,26.61571031,25.88592572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.27316665,,,,,,,,,,,,,,,,,,,-6.079526508,5.129061588,11.2085881,349.8481762,292.3508441,206.0491493,78.62936164,127.4197877,86.30169481,43.75065392,42.55104088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.925013013,,,,,,,,,,,,,,,,,,,-0.099934684,0.084311031,0.184245715,9.576,18.408,8.832,8.803,12.671,3.868,,,,,,,0.773,5.737,4.964,-0.454,1.311,1.765,9.122,19.719,10.597,8.517,-0.938,15.7409386,30.25889702,14.51795841,14.47028849,20.82847045,6.358181968,,,,,,,1.270650119,9.430426564,8.159776444,-0.746280924,2.155009452,2.901290376,14.99465768,32.41390647,17.41924879,14.00016438,-1.541875565
1976,24.05,14.65,4.75,2.96,1,0.61,0.2,9.4,9.9,1.79,1.97,0.38,0.41,0.79,24.07,14.67,4.76,2.97,1,0.62,0.2,9.4,9.9,1.79,1.97,0.38,0.42,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11246,11246,,71301,,0.177121771,39288.9,,39288.9,94504.56,115132.06,186726.61,232955.36,390948.57,,788052.52,33153.82,73877.06,97233.42,140497.86,193457.05,346825.91,67437.6,82329.02,126664.02,158238.51,271525.23,559620.22,94569.46,115250.16,187120.86,233604.95,392712.84,796263.01,33146.61,73888.76,97282.49,140636.77,193827.98,347873.93,67439.1,82360.62,126961.04,158424.51,271714.38,559725.06,3.116,1.473,70.951,414,1296,1256,41262,21293,1233,21246,17509.60672,159521.0499,102139.3726,17.14285714,14033.083,8985.211,6040.328,245.7137644,201.3275227,142.8,57.98834661,84.81165339,58.52752266,29.12079327,29.40672939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.80171231,,,,,,,,,,,,,,,,,,,-6.851616696,5.862688862,12.71430556,346.3147305,283.7557225,201.2656622,81.73013292,119.5355293,82.49006027,41.0435276,41.44653266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.941518968,,,,,,,,,,,,,,,,,,,-0.096568289,0.082630109,0.179198398,10.741,21.024,10.283,9.325,13.719,4.394,,,,,,,1.416,7.305,5.889,-1.247,0.894,2.141,9.494,21.918,12.424,9.611,-1.097,15.13861679,29.63171766,14.49310087,13.14287325,19.33587969,6.193006441,,,,,,,1.995743541,10.29583797,8.300094431,-1.757550986,1.260024524,3.01757551,13.38106581,30.89174219,17.51067638,13.54596834,-1.546137475
1977,24.05,14.57,4.7,2.94,1.01,0.64,,9.47,9.87,1.76,1.93,0.37,,,24.06,14.59,4.71,2.95,1.01,0.64,,9.47,9.88,1.76,1.93,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11229,11229,,77858,,0.193726937,38537.87,,38537.87,92670.98,112335.81,181205.66,226709.53,389422.45,,,32523.08,73006.15,95118.35,135701.79,186031.3,,67134.21,81827.53,122229.97,153750.23,255195.07,,92724.98,112432.71,181543.65,227236.8,390926.39,,32517.08,73017.26,95154.97,135850.51,186314.4,,67138.83,81842.86,122253.53,153918.66,255307.19,,3.01,1.498,81.631,427,1232,1252,41232,31293,1262,31279,19691.0563,159986.0738,103022.7945,19.11330049,14192.234,9139.068,6139.532,279.4600786,226.8155392,161.2,67.97776665,93.22223335,65.61553922,32.00863652,33.6069027,78.41157728,,,,25.76703785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.62178987,,,,,,,,,,,,,,,,,,,-8.045046328,6.865600501,14.91064683,342.3455288,277.8546621,197.4739988,83.27445045,114.1995484,80.38066325,39.21137376,41.16928949,96.0561273,,,,31.56526056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.926385685,,,,,,,,,,,,,,,,,,,-0.098553813,0.084105309,0.182659123,11.91,23.433,11.523,9.824,14.625,4.801,,,,,,,2.086,8.808,6.722,-1.781,0.626,2.407,10.129,24.059,13.93,12.02,-2.071,14.59004545,28.7060063,14.11596085,12.0346437,17.9159878,5.881344097,,,,,,,2.555401747,10.7900185,8.234616751,-2.181769181,0.766865529,2.94863471,12.40827627,29.47287183,17.06459556,14.72479818,-2.537026375
1978,23.93,14.49,4.65,2.89,0.98,0.62,,9.45,9.83,1.77,1.91,0.36,,,23.95,14.5,4.66,2.9,0.98,0.62,,9.45,9.83,1.77,1.91,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11216,11216,,86678,,0.208487085,39161.66,,39161.66,93721.57,113456.05,182295.58,226256.91,383792.32,,,33099.45,73987.09,96246.16,138334.24,186873.06,,66926.43,83120.72,124277.86,153222.7,256345.1,,93777.18,113552.77,182631.98,226794.91,385372.86,,33093.27,74001.58,96282.97,138469.05,187150.42,,66928.28,83150.1,124298.19,153261.23,256618.1,,3.093,1.478,88.241,426,1278,1245,41209,21202,1289,31290,21455.22263,159934.7986,103700.2427,20.68965517,14359.255,9310.408,6149.655,308.0810128,247.2146909,175.5,76.69033996,98.80966004,71.7146909,33.92712638,37.78756452,89.93002858,,,,29.06370668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.99124752,,,,,,,,,,,,,,,,,,,-10.41531826,7.580815169,17.99613343,349.1359037,280.1585328,198.8871386,86.91009844,111.9770402,81.27139413,38.44825691,42.82313722,101.9141086,,,,32.93673767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.940506652,,,,,,,,,,,,,,,,,,,-0.118032641,0.08591035,0.203942991,11.68,24.573,12.893,10.183,15.522,5.339,,,,,,,1.497,9.051,7.554,-3.18,-0.484,2.696,8.5,24.089,15.589,11.539,-2.662,13.23647737,27.84759919,14.61112181,11.53998708,17.59046248,6.050475403,,,,,,,1.696490294,10.25713671,8.560646412,-3.603766956,-0.548497864,3.055269093,9.632710418,27.29910132,17.66639091,13.07668771,-3.016738251
