Ticker,Name,Series Type,Currency,Country,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History
CPKENM,Kenya Consumer Price Index,Consumer Price Indices,Kenya Shilling,Kenya,Index Number,Units,Stock,none,Monthly From Dec 1947 To Nov 2015<BR>,"Sources: Central Bureau of Statistics, Statistical Digest (1947-) Notes: Data are annual for 1945, bi-monthly through June 1962 and monthly thereafter. The Kenya CPI launched in April 2002 is based on the 1993/94 Urban Household Budget Survey (UHBS) with October 1997 as base period. Central Bureau of Statistics (CBS) collects, compiles, and disseminates the Kenya Consumer Price Indices (CPI). Retail price information is collected from 13 representative urban centers across Kenya. The information is collected from different market outlets. The indices are designed to measure changes in the general level of retail prices of goods and services consumed by Kenyan urban households. CPI data mainly involves the collection of price data by visiting the retail outlets. Prices of primary agricultural food stuffs  are collected from open markets. These items are weighed to determine their unit price. Prices of each of the rest of the items are collected from 3 different retail outlets in each of the 25 zones countrywide. In total there are 206 commodities in the  CPI basket. Nairobi's lower income has 185 items, Nairobi middle upper, 210 items while rest of urban towns have 216 items. Overall, over 11,000 quotations are used in the compilation of Kenya's CPI. However, prices of some consumer items like electricity tariffs and post & telecommunication services are centrally collected from the respective national service providers. Prices are verified both by the field and headquarter staff.  Completed price questionnaires are returned to the CPI unit at headquarters for the computation of price indices. The indices are calculated from item index to group index according to the modified Laspeyres formula. The Kenya CPI launched in April 2002 is based on the 1993/94 Urban Household Budget Survey (UHBS) with October 1997 as base period.",
Date,Ticker,Open,High,Low,Close,Volume,Openint
12/31/1968,CPKENM,0.8692,0.8762,0.86142,0.8762,0,
12/31/1969,CPKENM,0.86298,0.88008,0.84976,0.87542,0,
12/31/1970,CPKENM,0.87695,0.89096,0.87695,0.88939,0,
12/31/1971,CPKENM,0.89099,0.95629,0.88474,0.95629,0,
12/31/1972,CPKENM,0.95915,0.98947,0.95915,0.98472,0,
12/31/1973,CPKENM,0.98661,1.14204,0.98661,1.14204,0,
12/31/1974,CPKENM,1.14595,1.3247,1.14595,1.3146,0,
12/31/1975,CPKENM,1.329,1.58126,1.329,1.58126,0,
12/31/1976,CPKENM,1.58558,1.70089,1.58558,1.70089,0,
12/31/1977,CPKENM,1.70522,2.05839,1.70522,2.05839,0,
12/31/1978,CPKENM,2.08721,2.33947,2.08721,2.33947,0,
12/31/1979,CPKENM,2.33803,2.55278,2.33803,2.55278,0,
12/31/1980,CPKENM,2.55882,2.8872,2.55882,2.8872,0,
12/31/1981,CPKENM,2.883,3.44494,2.883,3.44494,0,
12/31/1982,CPKENM,3.46243,3.91796,3.46243,3.91796,0,
12/31/1983,CPKENM,3.92644,4.29401,3.92644,4.29401,0,
12/31/1984,CPKENM,4.33902,4.76276,4.33902,4.76276,0,
12/31/1985,CPKENM,4.85757,5.25537,4.85757,5.25009,0,
12/31/1986,CPKENM,5.2326,5.56467,5.2326,5.56467,0,
12/31/1987,CPKENM,5.58219,6.02549,5.58219,6.02549,0,
12/31/1988,CPKENM,6.06627,6.80889,6.06627,6.80889,0,
12/31/1989,CPKENM,6.84489,7.68654,6.84489,7.68654,0,
12/31/1990,CPKENM,7.78559,9.26761,7.78559,9.26761,0,
12/31/1991,CPKENM,9.26971,10.6013,9.26971,10.6013,0,
12/31/1992,CPKENM,10.7999,14.5712,10.7999,14.5712,0,
12/31/1993,CPKENM,14.631,22.1693,14.631,22.1693,0,
12/31/1994,CPKENM,23.6015,25.7726,23.494,23.6364,0,
12/31/1995,CPKENM,24.1804,25.2255,24.1804,25.2255,0,
12/31/1996,CPKENM,25.5279,27.994,25.5279,27.994,0,
12/31/1997,CPKENM,28.4486,31.5612,28.4486,30.2058,0,
12/31/1998,CPKENM,31.653,33.413,31.1995,31.4045,0,
12/31/1999,CPKENM,31.8553,34.6802,31.8553,34.6802,0,
12/31/2000,CPKENM,34.9507,38.7673,34.9507,38.7673,0,
12/31/2001,CPKENM,39.1279,39.6989,38.6471,39.4014,0,
12/31/2002,CPKENM,39.3022,41.0753,39.3022,41.0753,0,
12/31/2003,CPKENM,41.8056,46.2593,41.8056,44.5043,0,
12/31/2004,CPKENM,45.6282,52.1045,45.6282,51.7378,0,
12/31/2005,CPKENM,52.414,55.6506,52.414,55.6506,0,
12/31/2006,CPKENM,60.48,64.3267,59.9601,64.3267,0,
12/31/2007,CPKENM,66.3312,72.0681,66.3312,72.0681,0,
12/31/2008,CPKENM,78.4182,92.0438,78.4182,92.0438,0,
12/31/2009,CPKENM,95.5719,106.793,95.5719,104.669,0,
12/31/2010,CPKENM,104.9,109.39,104.9,109.39,0,
12/31/2011,CPKENM,110.58,130.09,110.58,130.09,0,
12/31/2012,CPKENM,130.82,134.25,130.76,134.25,0,
12/31/2013,CPKENM,135.62,143.85,135.62,143.85,0,
12/31/2014,CPKENM,145.4,152.51,145.4,152.51,0,
12/31/2015,CPKENM,153.43,162.97,153.43,162.97,0,
